Year,County_of_Residence,County_of_Residence_FIPS,Births,Ave_Age_of_Mother,Ave_OE_Gestational_Age_Wks,Ave_LMP_Gestational_Age_Wks,Ave_Birth_Weight_gms,Ave_Pre_pregnancy_BMI,Ave_Number_of_Prenatal_Wks
2017-01-01,"Ingham County, MI",26065,3237,28.68,38.56,38.66,3249.94,27.8,12.82
2017-01-01,"Caddo Parish, LA",22017,3231,27.05,37.66,37.69,3057.91,28.02,11.31
2017-01-01,"St. Clair County, IL",17163,3221,27.97,38.25,38.42,3201.58,28.54,10.41
2017-01-01,"Lexington County, SC",45063,3210,28.31,38.32,38.39,3285.83,27.82,11.76
2017-01-01,"Washington County, AR",05143,3199,27.73,38.45,38.66,3285.39,27.18,10.22
2017-01-01,"McHenry County, IL",17111,3185,30.13,38.52,38.67,3354.09,27.28,11.49
2017-01-01,"Lorain County, OH",39093,3183,27.99,38.43,38.59,3254.96,27.18,11.79
2017-01-01,"Collier County, FL",12021,3182,29.32,38.35,38.44,3265.94,26.66,9.83
2017-01-01,"Montgomery County, AL",01101,3172,27.15,38.08,38.18,3099.5,28.73,9.96
2017-01-01,"Horry County, SC",45051,3167,27.92,38.24,38.37,3239.6,27.55,12.38
2017-01-01,"Leon County, FL",12073,3132,28.54,38.41,38.57,3214.11,27.21,10.77
2017-01-01,"Hinds County, MS",28049,3126,26.87,37.78,37.92,3047.03,28.83,12.44
2017-01-01,"Elkhart County, IN",18039,3087,27.24,38.62,38.71,3322.95,27.82,11.18
2017-01-01,"Albany County, NY",36001,3083,30.01,38.61,38.66,3286.05,27.36,11.86
2017-01-01,"Somerset County, NJ",34035,3068,31.88,38.54,38.64,3267.12,25.99,11.12
2017-01-01,"Thurston County, WA",53067,3067,28.89,38.8,38.98,3378.33,26.97,11.52
2017-01-01,"Canyon County, ID",16027,3065,27.54,38.51,38.78,3313.61,27.53,10.99
2017-01-01,"Smith County, TX",48423,3055,27.61,38.25,38.46,3254.76,27.81,11.32
2017-01-01,"Clay County, MO",29047,3040,28.7,38.57,38.7,3314.26,27.13,11.49
2017-01-01,"Kalamazoo County, MI",26077,3033,28.5,38.64,38.76,3296.96,27.62,14.19
2017-01-01,"Richmond city, VA",51760,3031,28.08,38.34,38.36,3156.56,27.9,10.24
2017-01-01,"St. Lucie County, FL",12111,3019,28.47,38.54,38.61,3257.13,27.6,9.53
2017-01-01,"Richmond County, GA",13245,3003,27.08,38.17,38.51,3123.47,27.78,10.93
2017-01-01,"Unidentified Counties, AZ",04999,3002,27.15,38.4,38.55,3256.95,27.72,9.04
2017-01-01,"Erie County, PA",42049,2994,27.95,38.29,38.5,3230.67,27.23,10.85
2017-01-01,"Arlington County, VA",51013,2990,32.47,38.7,38.88,3296.85,24.31,10.97
2017-01-01,"Calcasieu Parish, LA",22019,2987,26.67,38.02,38.24,3157.11,27.35,9.9
2017-01-01,"Kitsap County, WA",53035,2979,28.68,38.78,38.94,3400.57,26.85,10.4
2017-01-01,"Yuma County, AZ",04027,2960,27.01,38.56,38.75,3365.06,28.26,9.94
2017-01-01,"York County, SC",45091,2958,28.82,38.47,38.58,3269.78,26.75,11.67
2017-01-01,"Westmoreland County, PA",42129,2953,29.12,38.59,38.83,3290.64,26.68,13.03
2017-01-01,"Minnehaha County, SD",46099,2911,28.75,38.77,38.71,3351.95,26.24,11.38
2017-01-01,"Chesapeake city, VA",51550,2902,28.89,38.36,38.62,3255.96,27.09,12.48
2017-01-01,"Imperial County, CA",06025,2894,27.73,38.66,39.04,3327.67,27.9,9.25
2017-01-01,"Madison County, IL",17119,2892,28.34,38.33,38.48,3260.0,28.08,10.6
2017-01-01,"Gloucester County, NJ",34015,2891,30.26,38.49,38.67,3279.81,27.33,10.55
2017-01-01,"St. Tammany Parish, LA",22103,2865,29.1,38.29,38.47,3270.15,26.76,10.93
2017-01-01,"Midland County, TX",48329,2826,27.51,38.21,38.32,3214.37,26.87,11.58
2017-01-01,"Alachua County, FL",12001,2824,28.93,38.32,38.5,3203.21,27.06,10.66
2017-01-01,"Sarasota County, FL",12115,2824,29.16,38.59,38.74,3312.13,25.75,11.79
2017-01-01,"Atlantic County, NJ",34001,2804,29.26,38.52,38.65,3262.73,27.03,10.15
2017-01-01,"Linn County, IA",19113,2799,28.77,38.56,38.65,3372.5,27.28,12.4
2017-01-01,"Muscogee County, GA",13215,2791,27.23,37.99,38.21,3121.49,27.56,11.31
2017-01-01,"Northampton County, PA",42095,2789,29.56,38.64,38.7,3272.88,27.07,12.55
2017-01-01,"Unidentified Counties, NH",33999,2784,28.76,38.84,39.03,3334.77,27.19,12.36
2017-01-01,"Cleveland County, OK",40027,2781,28.39,38.3,38.39,3288.12,27.17,11.11
2017-01-01,"Ector County, TX",48135,2750,26.4,37.95,38.06,3154.77,27.23,10.26
2017-01-01,"Cumberland County, ME",23005,2733,30.85,38.75,38.85,3359.75,26.25,12.35
2017-01-01,"Washington County, MN",27163,2724,30.65,38.65,38.89,3374.51,26.84,11.99
2017-01-01,"Frederick County, MD",24021,2721,30.26,38.54,38.76,3316.39,26.47,11.51
2017-01-01,"Newport News city, VA",51700,2717,27.63,38.38,38.56,3198.8,28.4,11.63
2017-01-01,"Berkeley County, SC",45015,2697,28.29,38.42,38.66,3283.35,27.76,11.3
2017-01-01,"Brazos County, TX",48041,2692,28.17,38.31,38.53,3260.57,27.13,10.13
2017-01-01,"Okaloosa County, FL",12091,2682,27.96,38.31,38.52,3263.33,26.57,11.95
2017-01-01,"Dona Ana County, NM",35013,2674,26.69,38.38,38.56,3208.36,27.01,11.11
2017-01-01,"Harrison County, MS",28047,2673,27.35,38.24,38.43,3195.63,27.57,11.76
2017-01-01,"Rockingham County, NH",33015,2669,30.8,38.8,38.95,3366.53,26.1,12.71
2017-01-01,"Santa Cruz County, CA",06087,2658,30.47,38.79,38.95,3356.12,26.3,12.72
2017-01-01,"Alexandria city, VA",51510,2647,31.63,38.69,38.74,3302.56,25.08,11.92
2017-01-01,"Boulder County, CO",08013,2627,31.37,38.91,38.91,3252.12,24.79,10.71
2017-01-01,"Harford County, MD",24025,2624,29.87,38.57,38.68,3340.08,27.19,11.48
2017-01-01,"Hall County, GA",13139,2616,27.96,38.39,38.52,3287.89,27.44,12.06
2017-01-01,"Cumberland County, PA",42041,2612,29.47,38.69,38.89,3335.63,26.8,10.53
2017-01-01,"Dutchess County, NY",36027,2604,30.43,38.61,38.76,3300.7,27.65,11.22
2017-01-01,"New London County, CT",09011,2603,29.45,38.67,38.85,3329.54,27.01,12.79
2017-01-01,"Cabarrus County, NC",37025,2593,28.97,38.43,38.66,3264.88,27.33,11.65
2017-01-01,"Sarpy County, NE",31153,2589,29.33,38.43,38.68,3346.8,26.63,12.65
2017-01-01,"Gaston County, NC",37071,2588,27.64,38.67,38.76,3222.5,27.68,11.49
2017-01-01,"Hays County, TX",48209,2584,28.94,38.36,38.53,3281.06,26.65,10.85
2017-01-01,"Cherokee County, GA",13057,2582,29.65,38.44,38.63,3323.24,26.51,12.2
2017-01-01,"Henry County, GA",13151,2581,28.34,38.21,38.47,3186.61,27.79,11.15
2017-01-01,"Benton County, WA",53005,2563,28.24,38.56,38.75,3331.3,27.37,11.13
2017-01-01,"Oneida County, NY",36065,2555,28.24,38.62,38.8,3301.61,28.03,11.87
2017-01-01,"San Luis Obispo County, CA",06079,2550,30.13,38.82,38.9,3371.53,25.84,12.42
2017-01-01,"Wyandotte County, KS",20209,2541,27.27,38.41,38.38,3237.4,28.22,10.38
2017-01-01,"Tuscaloosa County, AL",01125,2538,27.43,38.16,38.31,3181.21,27.98,9.65
2017-01-01,"Cass County, ND",38017,2534,29.39,38.64,38.92,3331.85,27.22,10.92
2017-01-01,"Peoria County, IL",17143,2533,27.78,38.24,38.41,3230.14,28.14,11.21
2017-01-01,"Jefferson County, MO",29099,2516,28.53,38.35,38.43,3313.49,27.04,11.2
2017-01-01,"Mahoning County, OH",39099,2458,27.61,38.13,38.34,3184.01,27.68,12.94
2017-01-01,"Williamson County, TN",47187,2401,31.59,38.57,38.69,3360.62,24.69,11.18
2017-01-01,"Buncombe County, NC",37021,2393,29.41,38.53,38.63,3257.96,25.58,13.06
2017-01-01,"Butte County, CA",06007,2386,28.79,38.8,38.87,3339.08,27.35,11.22
2017-01-01,"Union County, NC",37179,2382,29.42,38.59,38.79,3306.63,26.93,12.34
2017-01-01,"Kings County, CA",06031,2373,27.57,38.55,38.73,3332.21,28.26,12.81
2017-01-01,"Kenton County, KY",21117,2331,28.28,38.31,38.6,3254.88,26.96,11.3
2017-01-01,"Baldwin County, AL",01003,2322,27.96,38.35,38.51,3286.81,26.74,11.28
2017-01-01,"Johnston County, NC",37101,2318,28.53,38.42,38.77,3284.67,28.0,12.33
2017-01-01,"Bay County, FL",12005,2315,27.71,38.45,38.68,3289.99,27.26,10.36
2017-01-01,"Clermont County, OH",39025,2311,28.43,38.5,38.76,3316.7,27.49,12.65
2017-01-01,"Sussex County, DE",10005,2303,28.04,38.52,38.51,3279.61,27.25,9.91
2017-01-01,"Forsyth County, GA",13117,2302,30.96,38.46,38.65,3322.58,26.21,12.73
2017-01-01,"Anderson County, SC",45007,2298,27.22,38.36,38.63,3252.61,27.9,12.3
2017-01-01,"Champaign County, IL",17019,2295,28.95,38.42,38.6,3288.89,27.69,12.91
2017-01-01,"Hawaii County, HI",15001,2290,28.7,38.46,38.68,3219.31,26.84,10.34
2017-01-01,"Sangamon County, IL",17167,2289,28.3,38.15,38.34,3198.39,27.92,11.38
2017-01-01,"Racine County, WI",55101,2285,27.93,38.29,38.44,3241.6,28.49,11.71
2017-01-01,"Shelby County, AL",01117,2283,29.49,38.43,38.41,3285.29,26.89,10.76
2017-01-01,"Yolo County, CA",06113,2272,30.03,38.84,38.95,3371.52,27.11,12.39
2017-01-01,"New Hanover County, NC",37129,2267,29.59,38.38,38.6,3273.17,26.17,11.94
2017-01-01,"Warren County, OH",39165,2262,29.9,38.54,38.71,3347.0,26.45,12.31
2017-01-01,"Jackson County, OR",41029,2252,28.32,38.63,38.8,3305.72,26.47,11.09
2017-01-01,"Saginaw County, MI",26145,2244,27.39,38.78,38.58,3233.79,28.84,11.68
2017-01-01,"Bibb County, GA",13021,2244,27.07,38.0,38.39,3074.98,28.4,12.06
2017-01-01,"Tippecanoe County, IN",18157,2240,28.41,38.44,38.57,3262.99,27.26,11.16
2017-01-01,"Marin County, CA",06041,2237,33.09,38.89,39.0,3352.58,24.73,10.49
2017-01-01,"Ellis County, TX",48139,2214,27.91,38.38,38.52,3307.69,27.45,9.98
2017-01-01,"Outagamie County, WI",55087,2205,29.28,38.39,38.6,3364.12,27.34,13.49
2017-01-01,"Washington County, UT",49053,2202,28.09,38.5,38.64,3316.69,25.64,11.19
2017-01-01,"Lake County, OH",39085,2198,29.38,38.49,38.75,3301.76,26.88,11.93
2017-01-01,"Clay County, FL",12019,2197,28.41,38.35,38.48,3278.69,27.2,10.61
2017-01-01,"Cache County, UT",49005,2194,27.91,38.33,38.49,3279.3,26.11,11.6
2017-01-01,"Sumner County, TN",47165,2193,28.24,38.3,38.48,3299.69,26.63,10.18
2017-01-01,"Whatcom County, WA",53073,2163,29.57,38.9,39.12,3425.49,26.41,10.33
2017-01-01,"Ouachita Parish, LA",22073,2152,26.66,37.86,37.94,3114.78,28.99,11.64
2017-01-01,"Saratoga County, NY",36091,2135,30.5,38.75,38.95,3361.95,27.24,12.03
2017-01-01,"St. Johns County, FL",12109,2135,30.54,38.64,38.85,3324.77,25.66,11.07
2017-01-01,"DeSoto County, MS",28033,2128,27.97,38.33,38.46,3250.69,27.71,10.96
2017-01-01,"Vanderburgh County, IN",18163,2128,27.48,38.23,38.35,3239.84,27.57,11.72
2017-01-01,"Muskegon County, MI",26121,2125,27.25,38.31,38.59,3240.13,27.95,10.36
2017-01-01,"Kent County, DE",10001,2121,28.01,38.45,38.67,3257.2,27.8,11.07
2017-01-01,"Madera County, CA",06039,2120,27.98,38.71,38.8,3319.43,28.23,11.48
2017-01-01,"Scott County, IA",19163,2117,28.38,38.4,38.63,3308.26,27.47,12.66
2017-01-01,"Johnson County, TX",48251,2117,27.17,38.47,38.76,3352.7,27.69,9.54
2017-01-01,"Niagara County, NY",36063,2114,28.5,38.57,38.73,3288.72,28.21,10.01
2017-01-01,"Olmsted County, MN",27109,2113,30.17,38.88,38.94,3380.29,26.75,9.33
2017-01-01,"Trumbull County, OH",39155,2107,27.39,38.24,38.29,3241.18,27.85,12.38
2017-01-01,"Taylor County, TX",48441,2094,26.85,38.26,38.4,3245.03,27.36,9.43
2017-01-01,"Lackawanna County, PA",42069,2076,28.88,38.53,38.69,3283.4,27.03,11.32
2017-01-01,"Shawnee County, KS",20177,2074,27.69,38.28,38.3,3270.58,28.43,11.29
2017-01-01,"Delaware County, OH",39041,2074,31.01,38.49,38.62,3328.05,25.59,11.46
2017-01-01,"Boone County, MO",29019,2072,29.09,38.48,38.41,3266.63,26.43,11.39
2017-01-01,"Stearns County, MN",27145,2054,29.22,38.63,38.7,3368.1,27.23,11.45
2017-01-01,"Pitt County, NC",37147,2051,28.23,38.34,38.61,3197.84,28.33,12.5
2017-01-01,"Beaufort County, SC",45013,2012,28.15,38.4,38.5,3252.82,26.62,11.85
2017-01-01,"Jefferson County, NY",36045,2009,26.88,38.65,38.92,3341.5,27.46,11.61
2017-01-01,"Shasta County, CA",06089,2008,28.17,38.74,38.79,3329.18,26.56,10.86
2017-01-01,"McLean County, IL",17113,2004,29.23,38.37,38.53,3290.72,27.07,11.79
2017-01-01,"St. Louis County, MN",27137,1989,28.66,38.64,38.9,3365.23,27.62,11.8
2017-01-01,"Tangipahoa Parish, LA",22105,1986,27.0,38.21,38.32,3176.75,28.38,10.46
2017-01-01,"Broome County, NY",36007,1979,28.59,38.46,38.63,3285.65,28.05,11.15
2017-01-01,"Washington County, PA",42125,1967,29.02,38.55,38.77,3302.17,27.06,11.25
2017-01-01,"Alamance County, NC",37001,1940,28.0,38.47,38.75,3254.35,28.06,11.37
2017-01-01,"Kanawha County, WV",54039,1929,27.18,37.9,38.12,3199.22,27.79,11.46
2017-01-01,"Santa Rosa County, FL",12113,1924,28.29,38.36,38.65,3319.82,26.76,11.38
2017-01-01,"Rock County, WI",55105,1911,27.94,38.53,38.82,3315.43,28.63,11.91
2017-01-01,"Houston County, GA",13153,1908,27.86,38.16,38.6,3244.06,28.36,10.93
2017-01-01,"Lee County, AL",01081,1898,28.1,38.36,38.56,3230.81,27.04,12.65
2017-01-01,"Yellowstone County, MT",30111,1898,28.06,38.61,38.7,3283.32,27.22,12.13
2017-01-01,"Harnett County, NC",37085,1886,28.13,38.41,38.87,3289.88,27.19,11.08
2017-01-01,"Maui County, HI",15009,1883,29.25,38.5,38.87,3231.44,26.12,11.9
2017-01-01,"Bonneville County, ID",16019,1876,27.78,38.29,38.25,3211.42,26.96,12.03
2017-01-01,"Kenosha County, WI",55059,1876,28.31,38.36,38.59,3266.54,28.01,11.76
2017-01-01,"Licking County, OH",39089,1866,27.98,38.48,38.55,3307.93,27.56,10.59
2017-01-01,"Dorchester County, SC",45035,1861,28.34,38.38,38.6,3277.91,28.4,11.29
2017-01-01,"Aiken County, SC",45003,1860,27.71,38.31,38.58,3237.71,27.76,11.1
2017-01-01,"Iredell County, NC",37097,1858,28.55,38.42,38.74,3269.08,27.24,12.0
2017-01-01,"Charles County, MD",24017,1842,29.26,38.18,38.25,3194.89,28.12,10.29
2017-01-01,"Cumberland County, NJ",34011,1839,27.32,38.34,38.5,3202.7,28.06,10.21
2017-01-01,"Scott County, MN",27139,1835,30.66,38.66,38.84,3379.41,26.77,12.36
2017-01-01,"Winnebago County, WI",55139,1833,28.88,38.49,38.74,3358.86,27.97,13.3
2017-01-01,"Livingston Parish, LA",22063,1828,27.43,38.24,38.37,3245.16,27.67,10.91
2017-01-01,"Sebastian County, AR",05131,1828,26.96,38.25,38.43,3237.79,27.97,9.44
2017-01-01,"Schenectady County, NY",36093,1814,29.33,38.65,38.79,3284.74,28.01,12.2
2017-01-01,"Johnson County, IN",18081,1814,28.06,38.46,38.6,3316.62,27.47,11.74
2017-01-01,"York County, ME",23031,1812,29.07,38.64,38.81,3348.42,27.56,12.37
2017-01-01,"Kootenai County, ID",16055,1811,28.33,38.74,38.99,3367.05,26.21,12.62
2017-01-01,"Deschutes County, OR",41017,1808,29.85,38.97,38.93,3317.68,25.57,10.88
2017-01-01,"Yavapai County, AZ",04025,1798,27.34,38.49,38.72,3254.48,26.33,11.76
2017-01-01,"Franklin County, PA",42055,1786,27.99,38.6,38.81,3328.97,27.38,11.35
2017-01-01,"Robeson County, NC",37155,1782,26.14,38.26,38.39,3128.56,28.49,9.51
2017-01-01,"Pueblo County, CO",08101,1776,27.14,38.38,38.37,3109.73,27.39,9.79
2017-01-01,"Guadalupe County, TX",48187,1773,28.33,38.2,38.4,3247.81,27.38,10.51
2017-01-01,"Jackson County, MI",26075,1772,27.23,38.45,38.66,3279.43,27.85,11.94
2017-01-01,"Livingston County, MI",26093,1764,30.37,38.61,38.92,3367.12,26.58,14.4
2017-01-01,"Canadian County, OK",40017,1763,28.2,38.25,38.48,3308.06,27.28,10.59
2017-01-01,"Davidson County, NC",37057,1761,27.14,38.21,38.58,3217.88,27.98,14.09
2017-01-01,"Fairfield County, OH",39045,1755,28.31,38.4,38.61,3302.99,27.06,11.28
2017-01-01,"Mohave County, AZ",04015,1753,26.97,38.49,38.61,3261.42,27.24,10.76
2017-01-01,"Johnson County, IA",19103,1751,30.37,38.65,38.82,3328.34,25.89,11.05
2017-01-01,"Stafford County, VA",51179,1746,29.37,38.57,38.98,3334.69,27.09,11.55
2017-01-01,"Greene County, OH",39057,1744,28.72,38.51,38.72,3365.5,27.35,12.15
2017-01-01,"Butler County, PA",42019,1742,29.88,38.62,38.82,3335.51,26.48,12.32
2017-01-01,"Berrien County, MI",26021,1737,27.88,38.68,38.82,3315.07,28.46,11.4
2017-01-01,"Hampton city, VA",51650,1736,27.73,38.38,38.53,3216.89,28.25,11.9
2017-01-01,"Comanche County, OK",40031,1735,26.53,38.35,38.54,3258.36,27.62,10.81
2017-01-01,"Rankin County, MS",28121,1732,28.23,38.02,38.17,3232.17,27.8,12.89
2017-01-01,"Black Hawk County, IA",19013,1732,28.07,38.54,38.85,3307.25,27.53,11.4
2017-01-01,"Coweta County, GA",13077,1731,28.52,38.25,38.51,3255.19,27.45,11.73
2017-01-01,"Douglas County, GA",13097,1729,28.38,38.34,38.55,3210.28,27.93,11.93
2017-01-01,"Rapides Parish, LA",22079,1724,26.7,38.12,35.75,3153.02,27.76,10.83
2017-01-01,"Hendricks County, IN",18063,1720,29.42,38.48,38.55,3355.44,27.51,12.13
2017-01-01,"Medina County, OH",39103,1720,29.9,38.64,38.79,3362.67,26.23,11.97
2017-01-01,"Boone County, KY",21015,1716,28.81,38.47,38.84,3329.86,26.88,11.73
2017-01-01,"Potter County, TX",48375,1714,26.62,38.4,38.45,3192.52,27.51,10.46
2017-01-01,"Warren County, KY",21227,1714,27.86,38.39,38.51,3269.15,27.02,10.21
2017-01-01,"Wright County, MN",27171,1706,29.89,38.57,38.69,3406.21,27.09,11.68
2017-01-01,"Ascension Parish, LA",22005,1704,28.4,38.2,38.23,3227.73,27.57,11.15
2017-01-01,"Florence County, SC",45041,1695,27.31,38.13,38.16,3120.57,28.99,12.33
2017-01-01,"Kaufman County, TX",48257,1675,27.97,38.37,38.51,3290.87,27.48,10.6
2017-01-01,"Lowndes County, GA",13185,1671,27.13,38.23,38.39,3195.21,28.6,12.36
2017-01-01,"Rock Island County, IL",17161,1668,27.75,38.44,38.78,3279.09,28.22,11.78
2017-01-01,"Columbia County, GA",13073,1666,29.45,38.42,38.79,3301.36,26.66,11.41
2017-01-01,"Jackson County, MS",28059,1661,27.07,38.23,38.47,3187.81,27.35,11.9
2017-01-01,"Catawba County, NC",37035,1652,27.63,38.53,38.67,3275.22,27.72,14.12
2017-01-01,"Porter County, IN",18127,1642,28.8,38.56,38.69,3324.43,27.88,10.66
2017-01-01,"Washington County, MD",24043,1638,27.85,38.45,38.64,3258.96,27.7,11.56
2017-01-01,"Bossier Parish, LA",22015,1627,27.63,37.91,38.11,3169.94,26.94,11.83
2017-01-01,"Mesa County, CO",08077,1624,27.85,38.69,38.83,3223.0,26.89,10.33
2017-01-01,"Wichita County, TX",48485,1624,26.76,38.44,38.86,3282.65,27.58,11.43
2017-01-01,"Gregg County, TX",48183,1623,26.62,38.14,38.39,3237.22,27.81,11.75
2017-01-01,"Clark County, OH",39023,1614,26.33,38.34,38.62,3251.49,28.23,10.19
2017-01-01,"Carroll County, GA",13045,1613,26.99,38.61,38.73,3279.65,27.93,11.19
2017-01-01,"Wayne County, NC",37191,1611,27.1,38.48,38.8,3240.21,28.0,11.14
2017-01-01,"Paulding County, GA",13223,1602,28.55,38.43,38.72,3311.38,27.63,13.49
2017-01-01,"Jasper County, MO",29097,1596,26.28,38.42,38.66,3316.88,27.44,11.42
2017-01-01,"Rensselaer County, NY",36083,1589,29.3,38.57,38.71,3313.27,27.78,11.59
2017-01-01,"Rowan County, NC",37159,1587,27.2,38.38,38.73,3236.94,28.19,11.35
2017-01-01,"Lebanon County, PA",42075,1581,28.09,38.52,38.65,3281.7,27.0,11.64
2017-01-01,"Grayson County, TX",48181,1580,27.12,38.28,38.48,3246.8,27.38,11.55
2017-01-01,"Randolph County, NC",37151,1576,27.55,38.35,38.67,3284.7,27.83,12.52
2017-01-01,"Carroll County, MD",24013,1570,30.08,38.56,38.78,3359.34,26.74,10.77
2017-01-01,"El Dorado County, CA",06017,1570,30.05,38.81,38.94,3315.5,25.73,10.98
2017-01-01,"Wilson County, TN",47189,1567,28.86,38.39,38.48,3310.37,26.9,12.0
2017-01-01,"Beaver County, PA",42007,1561,28.52,38.58,38.76,3305.49,27.03,11.52
2017-01-01,"Tom Green County, TX",48451,1558,27.25,38.15,38.29,3230.33,27.75,10.61
2017-01-01,"Kent County, RI",44003,1552,29.95,38.73,38.96,3356.06,26.61,12.6
2017-01-01,"Hernando County, FL",12053,1552,27.66,38.41,38.76,3259.19,27.61,11.0
2017-01-01,"Randall County, TX",48381,1550,27.66,38.36,38.51,3224.86,26.94,11.31
2017-01-01,"Barnstable County, MA",25001,1546,30.6,38.79,38.97,3374.6,26.22,11.2
2017-01-01,"Faulkner County, AR",05045,1545,27.48,38.38,38.42,3284.37,27.13,11.38
2017-01-01,"Terrebonne Parish, LA",22109,1544,27.06,37.99,38.16,3147.05,28.5,12.75
2017-01-01,"Sullivan County, TN",47163,1539,26.89,38.51,38.69,3269.34,26.76,10.14
2017-01-01,"Monroe County, PA",42089,1537,28.79,38.43,38.49,3205.47,27.26,10.09
2017-01-01,"Calhoun County, MI",26025,1535,27.18,38.5,38.72,3263.08,28.57,13.64
2017-01-01,"Navajo County, AZ",04017,1508,26.94,38.42,38.47,3223.79,28.43,9.86
2017-01-01,"Coconino County, AZ",04005,1508,28.14,38.43,38.53,3203.9,26.95,10.77
2017-01-01,"Spotsylvania County, VA",51177,1505,28.91,38.45,38.81,3317.05,27.73,11.6
2017-01-01,"Wayne County, OH",39169,1502,28.69,38.76,38.95,3375.79,26.94,10.35
2017-01-01,"Parker County, TX",48367,1498,28.32,38.45,38.73,3311.31,26.74,10.6
2017-01-01,"Monroe County, MI",26115,1482,28.25,38.39,38.56,3322.24,28.13,12.79
2017-01-01,"Kendall County, IL",17093,1481,30.46,38.44,38.64,3347.17,27.54,12.24
2017-01-01,"Comal County, TX",48091,1480,28.94,38.37,38.55,3306.06,26.66,10.36
2017-01-01,"Unidentified Counties, NJ",34999,1477,28.55,38.74,38.83,3320.46,27.15,10.29
2017-01-01,"Clark County, IN",18019,1474,27.75,38.44,38.52,3311.57,28.01,11.26
2017-01-01,"San Juan County, NM",35045,1472,27.33,38.52,38.54,3212.71,28.07,9.72
2017-01-01,"Pennington County, SD",46103,1468,27.58,38.46,38.68,3295.27,26.72,10.23
2017-01-01,"St. Clair County, MI",26147,1462,27.79,38.51,38.73,3320.36,27.72,11.35
2017-01-01,"Linn County, OR",41043,1456,27.84,38.75,39.0,3389.92,27.91,11.57
2017-01-01,"Ulster County, NY",36111,1453,29.69,38.79,39.03,3339.84,28.16,10.72
2017-01-01,"Marathon County, WI",55073,1451,28.8,38.53,38.76,3323.76,28.44,11.28
2017-01-01,"Chittenden County, VT",50007,1450,31.02,38.85,39.08,3364.83,26.05,12.31
2017-01-01,"Tazewell County, IL",17179,1450,28.36,38.54,38.63,3375.52,28.18,12.18
2017-01-01,"Hardin County, KY",21093,1449,27.12,38.29,38.53,3286.19,29.1,10.4
2017-01-01,"Morgan County, AL",01103,1435,26.7,38.12,38.15,3201.54,27.76,10.78
2017-01-01,"Penobscot County, ME",23019,1433,28.53,38.63,38.68,3344.38,27.87,13.46
2017-01-01,"Skagit County, WA",53057,1429,28.35,38.76,38.96,3385.3,27.67,9.97
2017-01-01,"Woodbury County, IA",19193,1416,27.57,38.49,38.52,3322.86,27.47,11.81
2017-01-01,"Sandoval County, NM",35043,1412,28.69,38.34,38.52,3172.08,27.57,9.51
2017-01-01,"Litchfield County, CT",09005,1402,30.25,38.7,38.9,3326.81,26.79,12.5
2017-01-01,"Wood County, OH",39173,1401,28.86,38.4,38.56,3311.58,27.14,12.67
2017-01-01,"Madison County, IN",18095,1396,26.98,38.35,38.43,3264.98,28.16,11.8
2017-01-01,"Sumter County, SC",45085,1386,27.26,38.17,38.24,3172.92,29.56,11.33
2017-01-01,"Craven County, NC",37049,1386,27.2,38.46,38.57,3259.14,27.41,12.66
2017-01-01,"Clarke County, GA",13059,1386,28.57,38.38,38.42,3230.48,27.61,10.53
2017-01-01,"Humboldt County, CA",06023,1372,29.16,38.96,39.11,3382.6,26.96,12.82
2017-01-01,"Berkeley County, WV",54003,1361,27.83,38.47,38.67,3307.59,27.82,11.27
2017-01-01,"Whitfield County, GA",13313,1357,26.98,38.3,38.64,3275.76,28.96,12.25
2017-01-01,"St. Mary's County, MD",24037,1352,29.2,38.77,38.91,3384.63,27.71,11.56
2017-01-01,"Portage County, OH",39133,1351,28.74,38.62,38.81,3315.36,26.96,12.19
2017-01-01,"Chautauqua County, NY",36013,1344,27.36,38.62,38.83,3315.2,27.71,11.27
2017-01-01,"Calhoun County, AL",01015,1338,26.46,38.25,38.4,3194.95,28.74,10.76
2017-01-01,"Cochise County, AZ",04003,1335,27.28,38.59,38.64,3240.94,26.75,9.23
2017-01-01,"Richland County, OH",39139,1317,26.79,38.29,38.55,3249.85,27.11,11.2
2017-01-01,"Schuylkill County, PA",42107,1313,27.94,38.4,38.6,3261.27,27.5,11.27
2017-01-01,"Bartow County, GA",13015,1307,27.1,38.37,38.49,3282.15,28.02,12.54
2017-01-01,"Allegan County, MI",26005,1306,28.1,38.53,38.75,3330.01,27.98,11.52
2017-01-01,"Merrimack County, NH",33013,1305,29.62,38.85,39.05,3376.12,27.54,12.12
2017-01-01,"Macon County, IL",17115,1298,26.94,38.28,38.34,3242.66,28.73,11.39
2017-01-01,"Fayette County, PA",42051,1296,27.15,38.43,38.63,3248.56,27.62,12.33
2017-01-01,"Houston County, AL",01069,1295,26.82,38.32,38.36,3205.3,28.89,11.34
2017-01-01,"Cowlitz County, WA",53015,1295,27.38,38.71,38.86,3342.83,28.05,12.73
2017-01-01,"Washington County, WI",55131,1291,30.21,38.59,38.8,3361.04,27.03,12.65
2017-01-01,"Napa County, CA",06055,1291,30.51,38.7,38.87,3348.74,26.78,12.45
2017-01-01,"Kankakee County, IL",17091,1289,27.8,38.15,38.33,3193.05,28.56,10.68
2017-01-01,"Indian River County, FL",12061,1277,28.7,38.38,38.6,3267.95,27.5,13.05
