Year,County_of_Residence,County_of_Residence_FIPS,Births,Ave_Age_of_Mother,Ave_OE_Gestational_Age_Wks,Ave_LMP_Gestational_Age_Wks,Ave_Birth_Weight_gms,Ave_Pre_pregnancy_BMI,Ave_Number_of_Prenatal_Wks
2016-01-01,"Unidentified Counties, MI",26999,21808,27.6,38.66,38.9,3344.6,27.76,11.62
2016-01-01,"Unidentified Counties, WI",55999,21572,28.57,38.65,38.87,3382.45,27.88,11.59
2016-01-01,"Philadelphia County, PA",42101,21506,28.4,38.41,38.45,3174.81,26.81,10.07
2016-01-01,"Unidentified Counties, AR",05999,21443,26.02,38.3,38.49,3234.79,27.66,10.32
2016-01-01,"Bronx County, NY",36005,21161,28.9,38.56,38.63,3198.5,27.02,10.86
2016-01-01,"Unidentified Counties, LA",22999,20434,26.48,38.08,38.17,3171.49,28.23,11.58
2016-01-01,"Sacramento County, CA",06067,19588,29.22,38.68,38.79,3331.86,27.15,12.12
2016-01-01,"Alameda County, CA",06001,19573,31.17,38.69,38.84,3290.58,25.68,10.87
2016-01-01,"Franklin County, OH",39049,19045,28.88,38.42,38.54,3234.41,26.51,10.6
2016-01-01,"Unidentified Counties, NY",36999,18322,28.07,38.72,38.95,3347.63,27.97,11.73
2016-01-01,"Salt Lake County, UT",49035,17612,28.92,38.47,38.64,3261.03,26.13,10.93
2016-01-01,"New York County, NY",36061,17587,32.16,38.72,38.8,3237.02,23.75,11.34
2016-01-01,"Hillsborough County, FL",12057,17325,28.69,38.42,38.64,3241.03,26.02,10.9
2016-01-01,"Unidentified Counties, KS",20999,17323,27.35,38.53,38.55,3317.48,27.35,10.99
2016-01-01,"Middlesex County, MA",25017,17198,31.93,38.75,38.94,3317.14,25.08,12.24
2016-01-01,"Orange County, FL",12095,16653,29.13,38.38,38.39,3231.74,26.34,9.75
2016-01-01,"Hennepin County, MN",27053,16495,30.57,38.72,38.88,3317.99,26.42,11.76
2016-01-01,"Unidentified Counties, PA",42999,16421,27.59,38.72,38.94,3326.89,27.37,11.45
2016-01-01,"Travis County, TX",48453,15992,29.77,38.52,38.66,3281.63,25.71,12.15
2016-01-01,"Unidentified Counties, WV",54999,15718,26.81,38.27,38.51,3236.49,27.7,11.92
2016-01-01,"Suffolk County, NY",36103,15559,30.53,38.49,38.67,3277.25,26.74,10.76
2016-01-01,"Fresno County, CA",06019,15129,27.95,38.51,38.55,3272.81,27.87,13.64
2016-01-01,"Hidalgo County, TX",48215,14982,26.77,37.99,38.14,3191.8,27.89,10.74
2016-01-01,"Palm Beach County, FL",12099,14965,29.65,38.42,38.54,3234.42,26.06,11.43
2016-01-01,"Mecklenburg County, NC",37119,14881,29.56,38.56,38.68,3225.91,26.07,12.69
2016-01-01,"Cuyahoga County, OH",39035,14758,28.41,38.32,38.48,3171.25,27.33,11.54
2016-01-01,"Fairfax County, VA",51059,14525,31.52,38.56,38.7,3285.91,25.36,11.86
2016-01-01,"Nassau County, NY",36059,14329,31.48,38.55,38.73,3261.33,25.75,11.49
2016-01-01,"Marion County, IN",18097,14294,27.93,38.38,38.48,3227.82,27.86,11.56
2016-01-01,"Kern County, CA",06029,13728,27.5,38.58,38.67,3290.64,27.48,10.94
2016-01-01,"Oakland County, MI",26125,13665,30.26,38.54,38.69,3279.37,25.93,13.36
2016-01-01,"Milwaukee County, WI",55079,13658,28.25,38.36,38.51,3210.49,27.74,11.56
2016-01-01,"Duval County, FL",12031,13292,28.14,38.3,38.5,3207.61,27.16,9.72
2016-01-01,"Shelby County, TN",47157,13234,27.52,38.18,38.19,3137.03,27.38,9.14
2016-01-01,"Unidentified Counties, FL",12999,13182,27.06,38.34,38.54,3243.97,27.46,10.18
2016-01-01,"Allegheny County, PA",42003,13164,29.78,38.57,38.74,3262.77,26.17,12.56
2016-01-01,"Montgomery County, MD",24031,13123,31.47,38.52,38.67,3281.25,25.45,11.25
2016-01-01,"Fulton County, GA",13121,13123,29.56,38.35,38.53,3155.52,26.61,10.57
2016-01-01,"Unidentified Counties, SC",45999,13084,26.75,38.2,38.36,3168.3,28.51,11.9
2016-01-01,"El Paso County, TX",48141,13073,26.7,38.31,38.44,3169.92,26.58,9.7
2016-01-01,"Wake County, NC",37183,13018,30.44,38.61,38.74,3300.2,25.97,11.97
2016-01-01,"Honolulu County, HI",15003,12983,29.35,38.44,38.71,3229.7,26.14,10.79
2016-01-01,"Unidentified Counties, WA",53999,12751,27.92,38.7,38.95,3353.56,27.28,10.88
2016-01-01,"Contra Costa County, CA",06013,12340,30.68,38.65,38.82,3327.74,26.68,11.73
2016-01-01,"Prince George's County, MD",24033,12296,29.36,38.44,38.49,3216.2,27.64,10.1
2016-01-01,"Oklahoma County, OK",40109,12197,27.81,38.34,38.39,3243.07,27.11,10.24
2016-01-01,"Utah County, UT",49049,11971,28.5,38.43,38.62,3299.11,25.2,11.31
2016-01-01,"Pierce County, WA",53053,11756,28.45,38.74,38.95,3353.39,27.24,11.19
2016-01-01,"St. Louis County, MO",29189,11692,29.51,38.33,38.45,3244.18,26.5,11.39
2016-01-01,"Pima County, AZ",04019,11421,28.03,38.61,38.58,3276.42,26.99,10.01
2016-01-01,"Gwinnett County, GA",13135,11365,29.7,38.36,38.51,3224.48,26.59,11.0
2016-01-01,"Unidentified Counties, NE",31999,11274,27.94,38.6,38.69,3336.41,27.1,10.7
2016-01-01,"Collin County, TX",48085,11086,30.53,38.39,38.49,3274.41,25.57,11.21
2016-01-01,"DeKalb County, GA",13089,11060,29.37,38.41,38.44,3177.3,26.48,10.35
2016-01-01,"DuPage County, IL",17043,10832,30.94,38.51,38.69,3316.31,25.94,11.97
2016-01-01,"Hamilton County, OH",39061,10820,28.58,38.35,38.54,3229.49,26.86,11.77
2016-01-01,"Unidentified Counties, ID",16999,10644,27.41,38.56,38.7,3284.28,26.6,10.99
2016-01-01,"Unidentified Counties, CA",06999,10512,28.18,38.73,38.89,3335.9,27.18,11.34
2016-01-01,"Unidentified Counties, OR",41999,10471,28.05,38.72,38.9,3343.65,27.28,11.6
2016-01-01,"Essex County, NJ",34013,10442,29.92,38.4,38.48,3208.11,26.85,9.65
2016-01-01,"Hudson County, NJ",34017,10383,30.68,38.45,38.57,3208.7,25.47,10.1
2016-01-01,"Westchester County, NY",36119,10280,31.54,38.6,38.7,3266.95,25.88,11.18
2016-01-01,"San Joaquin County, CA",06077,10268,28.49,38.56,38.71,3292.64,27.53,12.55
2016-01-01,"Denton County, TX",48121,10195,29.68,38.41,38.51,3282.78,26.06,10.65
2016-01-01,"Fairfield County, CT",09001,10064,31.3,38.64,38.76,3297.4,25.56,12.09
2016-01-01,"Snohomish County, WA",53061,10041,29.84,38.77,38.95,3370.84,26.41,11.22
2016-01-01,"Davidson County, TN",47037,10023,28.96,38.46,38.49,3248.82,26.25,9.97
2016-01-01,"Denver County, CO",08031,10006,29.89,38.7,38.71,3182.71,25.74,10.29
2016-01-01,"Fort Bend County, TX",48157,9976,30.59,38.23,38.37,3222.17,25.93,9.79
2016-01-01,"Erie County, NY",36029,9916,29.12,38.51,38.7,3267.11,27.47,10.28
2016-01-01,"Jefferson County, KY",21111,9889,28.3,38.33,38.61,3232.47,27.13,11.59
2016-01-01,"District of Columbia, DC",11001,9858,30.24,38.56,38.62,3207.44,25.78,10.34
2016-01-01,"Baltimore County, MD",24005,9838,29.75,38.43,38.57,3258.67,27.05,9.96
2016-01-01,"Unidentified Counties, NM",35999,9799,26.55,38.44,38.59,3191.47,27.47,9.91
2016-01-01,"Tulsa County, OK",40143,9639,27.78,38.28,38.36,3265.58,27.0,10.5
2016-01-01,"Ventura County, CA",06111,9592,29.62,38.67,38.76,3331.46,26.52,12.59
2016-01-01,"Cobb County, GA",13067,9579,29.89,38.44,38.66,3254.64,26.53,12.68
2016-01-01,"El Paso County, CO",08041,9490,28.13,38.5,38.65,3174.07,26.56,9.14
2016-01-01,"Bergen County, NJ",34003,9464,32.0,38.43,38.59,3243.36,25.18,11.32
2016-01-01,"Hartford County, CT",09003,9442,29.8,38.43,38.57,3250.85,26.77,10.83
2016-01-01,"Macomb County, MI",26099,9416,29.11,38.39,38.56,3253.58,27.11,12.73
2016-01-01,"Jackson County, MO",29095,9408,27.91,38.49,38.56,3247.12,27.19,10.8
2016-01-01,"Suffolk County, MA",25025,9384,30.72,38.68,38.8,3258.04,25.78,11.92
2016-01-01,"Middlesex County, NJ",34023,9332,30.56,38.51,38.68,3233.09,26.09,10.77
2016-01-01,"Unidentified Counties, MT",30999,9160,28.08,38.62,38.71,3285.47,26.47,10.75
2016-01-01,"Multnomah County, OR",41051,9081,30.63,38.83,38.97,3349.46,25.95,11.55
2016-01-01,"San Francisco County, CA",06075,9062,32.97,38.77,38.84,3270.46,23.88,11.25
2016-01-01,"San Mateo County, CA",06081,8960,32.04,38.67,38.76,3288.41,25.04,11.53
2016-01-01,"New Haven County, CT",09009,8886,29.76,38.62,38.82,3271.47,26.96,12.79
2016-01-01,"Unidentified Counties, CO",08999,8880,28.68,38.65,38.73,3174.96,25.95,10.17
2016-01-01,"Douglas County, NE",31055,8832,28.96,38.37,38.54,3285.33,26.48,11.46
2016-01-01,"Kent County, MI",26081,8811,28.63,38.55,38.77,3322.47,27.27,11.9
2016-01-01,"Unidentified Counties, ND",38999,8744,27.99,38.53,38.69,3352.26,27.88,10.57
2016-01-01,"Montgomery County, PA",42091,8695,30.95,38.73,38.88,3323.52,25.72,11.15
2016-01-01,"Worcester County, MA",25027,8678,29.71,38.69,38.88,3310.86,26.58,11.49
2016-01-01,"Jefferson County, AL",01073,8655,28.12,38.27,38.34,3174.79,27.17,10.61
2016-01-01,"Ocean County, NJ",34029,8566,29.27,38.81,39.13,3336.36,24.93,10.78
2016-01-01,"Baltimore city, MD",24510,8504,27.98,38.24,38.38,3136.78,27.79,9.76
2016-01-01,"Pinellas County, FL",12103,8480,28.92,38.56,38.78,3270.94,26.12,11.15
2016-01-01,"Essex County, MA",25009,8386,30.06,38.68,38.88,3309.59,26.21,11.7
2016-01-01,"Monroe County, NY",36055,8004,29.32,38.67,38.85,3293.08,27.29,10.98
2016-01-01,"Arapahoe County, CO",08005,7910,29.59,38.59,38.65,3183.67,26.05,10.21
2016-01-01,"Unidentified Counties, SD",46999,7867,27.9,38.6,38.64,3343.12,26.83,10.38
2016-01-01,"Stanislaus County, CA",06099,7862,28.12,38.64,38.82,3323.59,27.91,12.09
2016-01-01,"Will County, IL",17197,7804,29.71,38.36,38.54,3298.48,26.9,11.1
2016-01-01,"Polk County, FL",12105,7804,27.33,38.43,38.66,3265.21,27.63,10.0
2016-01-01,"Ramsey County, MN",27123,7731,29.38,38.74,38.93,3301.15,27.02,11.02
2016-01-01,"Lake County, IL",17097,7660,29.95,38.44,38.65,3292.96,26.94,11.91
2016-01-01,"Bernalillo County, NM",35001,7574,28.29,38.4,38.56,3184.83,26.43,9.63
2016-01-01,"Unidentified Counties, WY",56999,7386,27.75,38.51,38.62,3204.37,26.25,10.77
2016-01-01,"Johnson County, KS",20091,7360,30.4,38.69,38.72,3357.55,25.66,11.99
2016-01-01,"Montgomery County, TX",48339,7347,28.53,38.49,38.67,3309.24,26.33,10.31
2016-01-01,"Norfolk County, MA",25021,7341,32.18,38.72,38.89,3329.26,24.97,11.92
2016-01-01,"Sedgwick County, KS",20173,7309,27.7,38.43,38.45,3299.48,27.22,10.9
2016-01-01,"Providence County, RI",44007,7275,28.8,38.55,38.74,3263.44,26.74,12.06
2016-01-01,"Tulare County, CA",06107,7146,27.49,38.48,38.69,3306.7,27.98,11.74
2016-01-01,"Lancaster County, PA",42071,7000,28.65,38.67,38.88,3355.45,25.94,10.87
2016-01-01,"Washington County, OR",41067,6983,30.21,38.8,38.86,3331.61,26.19,11.25
2016-01-01,"Anne Arundel County, MD",24003,6967,30.09,38.57,38.77,3303.94,26.64,9.86
2016-01-01,"Polk County, IA",19153,6921,28.81,38.52,38.89,3333.24,26.9,12.02
2016-01-01,"Cameron County, TX",48061,6893,26.49,38.19,38.28,3213.46,28.03,11.76
2016-01-01,"Prince William County, VA",51153,6845,29.93,38.52,38.77,3292.79,26.67,11.55
2016-01-01,"Passaic County, NJ",34031,6842,29.26,38.3,38.45,3220.4,26.71,10.98
2016-01-01,"Unidentified Counties, UT",49999,6811,27.95,38.34,38.54,3231.14,26.21,10.8
2016-01-01,"Union County, NJ",34039,6756,30.56,38.55,38.67,3275.38,26.69,10.09
2016-01-01,"Lee County, FL",12071,6750,28.3,38.33,38.49,3253.85,26.96,10.22
2016-01-01,"Kane County, IL",17089,6710,29.44,38.32,38.5,3297.78,27.55,11.13
2016-01-01,"Unidentified Counties, AK",02999,6691,27.81,38.7,38.84,3427.22,26.91,10.57
2016-01-01,"Adams County, CO",08001,6672,28.49,38.65,38.77,3206.25,27.16,10.07
2016-01-01,"Montgomery County, OH",39113,6631,27.63,38.3,38.43,3234.98,27.46,11.61
2016-01-01,"Delaware County, PA",42045,6575,30.15,38.56,38.6,3268.95,26.22,9.86
2016-01-01,"Williamson County, TX",48491,6535,30.02,38.42,38.56,3305.35,26.18,12.23
2016-01-01,"New Castle County, DE",10003,6501,29.29,38.45,38.46,3253.79,27.27,10.94
2016-01-01,"Greenville County, SC",45045,6298,28.71,38.51,38.69,3283.24,26.72,12.52
2016-01-01,"Guilford County, NC",37081,6259,28.56,38.45,38.58,3237.05,27.59,13.5
2016-01-01,"Camden County, NJ",34007,6226,29.24,38.45,38.65,3249.5,27.51,9.93
2016-01-01,"Monterey County, CA",06053,6219,28.66,38.71,38.81,3337.35,27.67,11.97
2016-01-01,"Spokane County, WA",53063,6145,28.29,38.61,38.97,3322.22,26.77,11.24
2016-01-01,"Bell County, TX",48027,6140,26.69,38.36,38.59,3232.72,26.94,11.44
2016-01-01,"East Baton Rouge Parish, LA",22033,6125,27.93,38.07,38.13,3149.74,28.05,10.3
2016-01-01,"Jefferson County, CO",08059,6104,30.39,38.83,38.83,3234.17,25.39,10.54
2016-01-01,"Dane County, WI",55025,6052,30.58,38.65,38.85,3339.76,26.03,12.38
2016-01-01,"Summit County, OH",39153,5996,28.42,38.42,38.57,3246.6,26.8,11.13
2016-01-01,"Monmouth County, NJ",34025,5960,31.18,38.55,38.78,3293.22,25.58,11.17
2016-01-01,"Bucks County, PA",42017,5958,30.69,38.67,38.82,3336.55,25.89,11.07
2016-01-01,"Virginia Beach city, VA",51810,5925,28.97,38.51,38.87,3291.02,26.52,12.34
2016-01-01,"Jefferson Parish, LA",22051,5887,28.37,38.27,38.37,3192.23,27.4,11.21
2016-01-01,"Davis County, UT",49011,5698,29.02,38.39,38.55,3273.54,25.63,11.46
2016-01-01,"Clark County, WA",53011,5665,28.91,38.83,38.88,3356.59,26.52,11.08
2016-01-01,"Lake County, IN",18089,5657,28.07,38.5,38.53,3263.22,27.9,10.74
2016-01-01,"Bristol County, MA",25005,5643,29.29,38.63,38.81,3281.29,26.75,12.19
2016-01-01,"Lucas County, OH",39095,5627,27.54,38.3,38.46,3220.04,27.53,10.94
2016-01-01,"Unidentified Counties, MD",24999,5527,28.16,38.52,38.78,3303.83,27.53,11.4
2016-01-01,"Mobile County, AL",01097,5504,26.95,37.96,38.22,3144.94,27.58,10.95
2016-01-01,"Santa Barbara County, CA",06083,5501,28.94,38.62,38.66,3296.69,26.61,13.5
2016-01-01,"Richmond County, NY",36085,5464,30.49,38.64,38.77,3265.67,25.81,12.86
2016-01-01,"Cumberland County, NC",37051,5446,26.83,38.35,38.67,3234.77,27.01,11.5
2016-01-01,"Rockland County, NY",36087,5440,29.91,38.92,39.15,3318.09,25.78,11.12
2016-01-01,"Washoe County, NV",32031,5387,28.48,38.52,38.8,3245.65,26.61,10.58
2016-01-01,"Pulaski County, AR",05119,5348,27.64,38.26,38.57,3186.16,25.7,10.17
2016-01-01,"Loudoun County, VA",51107,5335,31.61,38.58,38.79,3311.53,25.25,12.24
2016-01-01,"Chester County, PA",42029,5325,30.77,38.72,38.89,3354.86,25.31,9.79
2016-01-01,"Dakota County, MN",27037,5291,30.27,38.7,38.93,3374.57,27.03,12.28
2016-01-01,"Brevard County, FL",12009,5273,28.51,38.51,38.8,3287.98,26.14,11.78
2016-01-01,"Knox County, TN",47093,5272,28.56,38.46,38.5,3274.72,26.48,13.28
2016-01-01,"Solano County, CA",06095,5259,29.34,38.69,38.88,3349.42,27.54,11.33
2016-01-01,"Onondaga County, NY",36067,5242,29.05,38.68,38.95,3312.58,27.33,12.97
2016-01-01,"Webb County, TX",48479,5189,26.57,38.09,38.13,3193.22,27.53,9.76
2016-01-01,"Allen County, IN",18003,5151,27.97,38.58,38.63,3255.33,27.49,11.85
2016-01-01,"Plymouth County, MA",25023,5135,30.79,38.68,38.85,3347.99,26.2,12.23
2016-01-01,"Pasco County, FL",12101,5108,28.49,38.48,38.74,3275.61,26.37,11.37
2016-01-01,"Ada County, ID",16001,5045,29.43,38.65,38.81,3340.88,25.84,12.01
2016-01-01,"Volusia County, FL",12127,5032,27.91,38.5,38.73,3271.01,26.53,11.35
2016-01-01,"Charleston County, SC",45019,5015,29.85,38.43,38.53,3248.2,26.25,11.95
2016-01-01,"Orange County, NY",36071,4993,29.35,38.73,38.93,3295.74,26.65,10.3
2016-01-01,"York County, PA",42133,4974,28.26,38.52,38.72,3306.31,27.13,11.19
2016-01-01,"Sonoma County, CA",06097,4962,30.24,38.83,38.98,3361.14,26.71,11.39
2016-01-01,"Hampden County, MA",25013,4956,28.26,38.67,38.9,3297.77,27.45,11.8
2016-01-01,"Orleans Parish, LA",22071,4835,28.75,38.22,38.36,3141.12,26.97,10.7
2016-01-01,"Genesee County, MI",26049,4819,27.1,38.23,38.47,3206.53,27.65,11.78
2016-01-01,"Richland County, SC",45079,4810,28.58,38.15,38.19,3180.48,28.13,11.34
2016-01-01,"Brazoria County, TX",48039,4800,28.61,38.25,38.38,3246.82,27.16,10.12
2016-01-01,"Berks County, PA",42011,4786,27.95,38.58,38.76,3280.59,26.78,15.06
2016-01-01,"Seminole County, FL",12117,4753,29.62,38.52,38.73,3288.6,26.34,10.34
2016-01-01,"Nueces County, TX",48355,4738,27.1,38.3,38.33,3235.12,27.62,8.93
2016-01-01,"Morris County, NJ",34027,4633,32.01,38.6,38.74,3305.67,25.39,11.06
2016-01-01,"Marion County, OR",41047,4539,28.16,38.7,38.97,3373.95,27.74,11.83
2016-01-01,"Anchorage Borough, AK",02020,4518,28.6,38.59,38.78,3358.26,27.2,11.3
2016-01-01,"Forsyth County, NC",37067,4496,28.48,38.39,38.79,3220.16,27.06,14.47
2016-01-01,"St. Charles County, MO",29183,4487,29.67,38.42,38.58,3334.37,26.3,12.17
2016-01-01,"Pinal County, AZ",04021,4470,27.54,38.59,38.7,3333.45,27.75,11.65
2016-01-01,"Butler County, OH",39017,4452,28.31,38.42,38.61,3307.3,27.32,11.93
2016-01-01,"Burlington County, NJ",34005,4419,30.23,38.55,38.7,3305.61,26.8,10.81
2016-01-01,"Durham County, NC",37063,4346,29.68,38.6,38.75,3269.32,26.72,13.34
2016-01-01,"Osceola County, FL",12097,4328,28.43,38.44,38.54,3239.32,26.74,11.42
2016-01-01,"St. Louis city, MO",29510,4317,27.94,38.18,38.22,3120.25,27.13,10.26
2016-01-01,"Weld County, CO",08123,4306,28.17,38.67,38.73,3239.86,26.89,10.8
2016-01-01,"Hamilton County, TN",47065,4293,28.07,38.25,38.24,3209.0,26.53,11.57
2016-01-01,"Mercer County, NJ",34021,4280,29.88,38.53,38.65,3255.87,26.53,10.91
2016-01-01,"Lubbock County, TX",48303,4273,27.02,38.36,38.55,3220.07,27.03,10.71
2016-01-01,"Lehigh County, PA",42077,4253,28.6,38.63,38.78,3278.08,26.65,12.42
2016-01-01,"Hillsborough County, NH",33011,4240,29.45,38.86,39.03,3346.59,26.81,12.6
2016-01-01,"Stark County, OH",39151,4236,27.76,38.48,38.7,3281.94,27.28,10.63
2016-01-01,"Madison County, AL",01089,4228,28.32,38.1,38.23,3210.99,27.25,10.03
2016-01-01,"Anoka County, MN",27003,4223,29.72,38.7,38.92,3372.51,27.33,11.41
2016-01-01,"Unidentified Counties, VT",50999,4204,28.81,38.86,39.05,3351.92,27.42,12.78
2016-01-01,"Clackamas County, OR",41005,4199,29.7,38.77,38.97,3387.54,26.24,11.69
2016-01-01,"Galveston County, TX",48167,4167,28.33,38.29,38.4,3236.89,27.14,9.05
2016-01-01,"Rutherford County, TN",47149,4130,28.32,38.15,38.24,3245.59,27.01,10.92
2016-01-01,"Merced County, CA",06047,4117,27.61,38.58,38.76,3317.11,28.61,10.41
2016-01-01,"Fayette County, KY",21067,4090,29.0,38.32,38.51,3247.12,26.43,12.12
2016-01-01,"Unidentified Counties, ME",23999,4083,27.79,38.75,38.99,3363.28,27.92,12.7
2016-01-01,"Lancaster County, NE",31109,4019,29.26,38.43,38.58,3329.3,26.31,10.73
2016-01-01,"Waukesha County, WI",55133,4008,30.77,38.49,38.72,3353.59,26.05,13.1
2016-01-01,"Chatham County, GA",13051,3975,28.16,38.24,38.38,3178.28,27.85,9.88
2016-01-01,"Escambia County, FL",12033,3967,27.33,38.22,38.45,3211.61,27.39,10.36
2016-01-01,"Onslow County, NC",37133,3960,26.25,38.67,39.3,3333.83,26.05,14.51
2016-01-01,"Yakima County, WA",53077,3935,27.35,38.56,38.66,3304.31,28.28,11.46
2016-01-01,"Henrico County, VA",51087,3903,30.01,38.42,38.61,3259.99,26.8,11.87
2016-01-01,"Chesterfield County, VA",51041,3885,29.55,38.44,38.75,3290.53,27.27,11.51
2016-01-01,"Weber County, UT",49057,3876,27.66,38.33,38.55,3238.52,26.67,10.84
2016-01-01,"Clayton County, GA",13063,3809,27.61,38.24,38.5,3115.83,28.68,9.42
2016-01-01,"Hamilton County, IN",18057,3798,31.0,38.5,38.59,3335.15,26.38,13.15
2016-01-01,"Placer County, CA",06061,3732,30.43,38.84,38.9,3389.64,25.7,12.39
2016-01-01,"Winnebago County, IL",17201,3711,27.76,38.4,38.58,3262.8,28.34,12.88
2016-01-01,"Washtenaw County, MI",26161,3692,30.39,38.59,38.84,3288.02,25.93,15.62
2016-01-01,"Spartanburg County, SC",45083,3690,27.42,38.31,38.5,3253.52,27.62,11.85
2016-01-01,"Benton County, AR",05007,3622,28.33,38.42,38.69,3315.55,26.69,11.33
2016-01-01,"Greene County, MO",29077,3579,27.59,38.54,38.72,3321.33,26.84,11.3
2016-01-01,"Jefferson County, TX",48245,3578,26.9,38.26,38.35,3180.99,27.26,10.3
2016-01-01,"St. Joseph County, IN",18141,3577,27.84,38.59,38.64,3268.8,27.08,11.07
2016-01-01,"Howard County, MD",24027,3569,31.46,38.51,38.68,3270.17,25.7,9.88
2016-01-01,"Lane County, OR",41039,3554,28.71,38.81,38.94,3353.75,26.82,11.96
2016-01-01,"Norfolk city, VA",51710,3547,27.12,38.34,38.63,3194.21,27.37,12.19
2016-01-01,"Douglas County, CO",08035,3488,31.32,38.59,38.61,3221.07,24.69,11.12
2016-01-01,"Unidentified Counties, NV",32999,3485,27.58,38.45,38.72,3218.08,27.12,10.27
2016-01-01,"Marion County, FL",12083,3472,27.0,38.43,38.6,3219.97,27.14,10.13
2016-01-01,"Manatee County, FL",12081,3445,28.23,38.54,38.67,3283.94,27.01,11.26
2016-01-01,"Montgomery County, TN",47125,3443,26.96,38.5,38.57,3283.09,26.54,10.62
2016-01-01,"Ottawa County, MI",26139,3441,28.83,38.68,38.98,3407.91,26.62,11.22
2016-01-01,"Dauphin County, PA",42043,3437,28.25,38.48,38.64,3248.22,26.91,10.05
2016-01-01,"Ingham County, MI",26065,3414,28.35,38.58,38.81,3269.07,27.37,13.25
2016-01-01,"McLennan County, TX",48309,3376,26.97,38.36,38.55,3269.01,27.58,10.6
2016-01-01,"Larimer County, CO",08069,3375,30.0,38.67,38.75,3239.95,25.74,11.67
2016-01-01,"Lafayette Parish, LA",22055,3369,27.84,38.39,38.65,3267.51,26.54,14.71
2016-01-01,"Caddo Parish, LA",22017,3364,26.99,37.7,37.8,3065.03,28.12,11.56
2016-01-01,"Brown County, WI",55009,3336,28.67,38.45,38.72,3340.34,27.53,13.7
