Year,County_of_Residence,County_of_Residence_FIPS,Births,Ave_Age_of_Mother,Ave_OE_Gestational_Age_Wks,Ave_LMP_Gestational_Age_Wks,Ave_Birth_Weight_gms,Ave_Pre_pregnancy_BMI,Ave_Number_of_Prenatal_Wks
2016-01-01,"Collier County, FL",12021,3322,29.11,38.48,38.63,3300.36,26.58,9.67
2016-01-01,"Lorain County, OH",39093,3295,28.12,38.45,38.66,3262.57,27.09,11.62
2016-01-01,"Washington County, AR",05143,3280,27.86,38.35,38.54,3262.88,27.21,10.17
2016-01-01,"Lake County, FL",12069,3269,27.91,38.4,38.51,3273.35,27.16,9.83
2016-01-01,"Lexington County, SC",45063,3264,28.35,38.3,38.22,3290.36,27.57,11.91
2016-01-01,"Somerset County, NJ",34035,3251,31.64,38.53,38.7,3266.01,25.67,11.24
2016-01-01,"St. Clair County, IL",17163,3228,27.88,38.21,38.36,3212.28,28.2,10.11
2016-01-01,"Arlington County, VA",51013,3225,32.53,38.7,38.83,3306.83,24.13,10.96
2016-01-01,"Thurston County, WA",53067,3205,28.89,38.78,38.99,3388.16,26.6,11.17
2016-01-01,"Luzerne County, PA",42079,3193,27.9,38.5,38.69,3259.17,26.81,12.41
2016-01-01,"Unidentified Counties, AZ",04999,3188,26.82,38.46,38.64,3269.96,27.79,9.23
2016-01-01,"Kalamazoo County, MI",26077,3163,28.12,38.81,38.9,3334.13,27.69,14.76
2016-01-01,"Smith County, TX",48423,3160,27.56,38.35,38.56,3267.43,27.22,10.92
2016-01-01,"Kitsap County, WA",53035,3147,28.49,38.81,38.72,3402.53,26.77,10.32
2016-01-01,"Montgomery County, AL",01101,3139,27.22,37.96,38.09,3083.67,28.16,9.95
2016-01-01,"Canyon County, ID",16027,3129,27.25,38.52,38.72,3313.28,27.55,10.74
2016-01-01,"Elkhart County, IN",18039,3126,27.1,38.61,38.74,3306.78,27.64,11.28
2016-01-01,"Hinds County, MS",28049,3123,26.79,37.79,37.93,3039.69,28.72,12.26
2016-01-01,"Horry County, SC",45051,3118,27.77,38.21,38.36,3226.33,26.63,13.04
2016-01-01,"McHenry County, IL",17111,3090,29.94,38.4,38.57,3331.86,26.81,11.86
2016-01-01,"St. Tammany Parish, LA",22103,3089,28.77,38.28,38.43,3263.82,26.55,10.97
2016-01-01,"Erie County, PA",42049,3064,27.76,38.44,38.57,3245.15,26.79,11.16
2016-01-01,"Richmond County, GA",13245,3061,27.0,38.18,38.57,3135.18,27.75,10.85
2016-01-01,"Madison County, IL",17119,3051,28.08,38.41,38.57,3276.59,27.9,10.81
2016-01-01,"Albany County, NY",36001,3045,29.89,38.65,38.74,3310.63,27.25,11.49
2016-01-01,"Calcasieu Parish, LA",22019,3034,26.58,38.14,38.39,3173.54,26.98,10.23
2016-01-01,"Richmond city, VA",51760,3028,28.03,38.36,38.48,3165.46,27.82,10.45
2016-01-01,"Cleveland County, OK",40027,3016,28.4,38.31,38.4,3303.73,26.84,10.97
2016-01-01,"York County, SC",45091,3011,28.6,38.52,38.73,3272.69,26.87,12.06
2016-01-01,"Yuma County, AZ",04027,3007,26.76,38.46,38.67,3311.83,28.1,10.13
2016-01-01,"St. Lucie County, FL",12111,2999,28.41,38.41,38.63,3245.15,27.13,10.12
2016-01-01,"Leon County, FL",12073,2989,28.49,38.5,38.69,3247.48,26.95,9.28
2016-01-01,"Clay County, MO",29047,2962,28.78,38.54,38.68,3323.75,26.68,11.43
2016-01-01,"Westmoreland County, PA",42129,2939,28.99,38.64,38.87,3302.86,26.8,12.72
2016-01-01,"Imperial County, CA",06025,2939,27.62,38.61,38.99,3311.77,27.59,9.1
2016-01-01,"Minnehaha County, SD",46099,2937,28.7,38.82,38.81,3339.69,26.48,11.4
2016-01-01,"Sarasota County, FL",12115,2926,28.69,38.65,38.85,3319.25,25.74,11.7
2016-01-01,"Muscogee County, GA",13215,2912,27.26,38.15,38.35,3158.87,27.33,11.21
2016-01-01,"Midland County, TX",48329,2904,27.06,38.18,38.23,3196.25,26.41,11.1
2016-01-01,"Washington County, MN",27163,2898,30.56,38.69,38.94,3379.33,26.65,11.78
2016-01-01,"Unidentified Counties, NH",33999,2878,28.69,38.92,39.11,3381.89,27.21,12.59
2016-01-01,"Chesapeake city, VA",51550,2877,28.82,38.39,38.84,3282.87,27.07,12.58
2016-01-01,"Alachua County, FL",12001,2862,29.0,38.38,38.53,3216.7,26.84,11.0
2016-01-01,"Dona Ana County, NM",35013,2839,26.68,38.48,38.66,3226.16,27.23,10.36
2016-01-01,"Frederick County, MD",24021,2839,30.05,38.62,38.8,3353.25,26.42,11.27
2016-01-01,"Gloucester County, NJ",34015,2837,30.14,38.57,38.74,3321.92,27.34,10.44
2016-01-01,"Atlantic County, NJ",34001,2836,29.06,38.58,38.71,3270.34,27.09,10.16
2016-01-01,"Northampton County, PA",42095,2831,29.29,38.72,38.84,3287.3,26.71,12.1
2016-01-01,"Cumberland County, ME",23005,2830,30.64,38.82,38.98,3373.28,26.48,12.72
2016-01-01,"Alexandria city, VA",51510,2823,31.58,38.79,38.88,3312.94,24.88,11.75
2016-01-01,"Ector County, TX",48135,2814,26.12,38.0,38.13,3163.87,26.74,10.08
2016-01-01,"Newport News city, VA",51700,2814,27.5,38.37,38.6,3211.3,28.01,11.45
2016-01-01,"Linn County, IA",19113,2800,28.6,38.52,38.75,3337.79,27.15,12.49
2016-01-01,"Santa Cruz County, CA",06087,2799,30.24,38.87,38.97,3362.43,26.25,12.8
2016-01-01,"Harrison County, MS",28047,2790,27.36,38.13,38.25,3190.41,27.29,12.82
2016-01-01,"Okaloosa County, FL",12091,2784,27.78,38.33,38.54,3285.74,26.11,11.39
2016-01-01,"Brazos County, TX",48041,2771,27.95,38.36,38.47,3260.03,26.7,10.22
2016-01-01,"Benton County, WA",53005,2759,28.06,38.67,38.84,3361.49,27.2,10.69
2016-01-01,"Berkeley County, SC",45015,2754,28.2,38.43,38.65,3276.28,27.6,11.73
2016-01-01,"Boulder County, CO",08013,2729,31.16,38.74,38.77,3200.41,24.63,10.31
2016-01-01,"Cherokee County, GA",13057,2700,29.51,38.56,38.78,3328.18,26.32,12.64
2016-01-01,"Harford County, MD",24025,2699,29.7,38.53,38.69,3327.1,26.94,10.66
2016-01-01,"Wyandotte County, KS",20209,2695,27.02,38.4,38.33,3213.99,27.89,10.27
2016-01-01,"Cumberland County, PA",42041,2683,29.26,38.67,38.85,3338.07,26.53,10.26
2016-01-01,"Rockingham County, NH",33015,2654,30.77,38.78,38.99,3362.88,26.01,12.67
2016-01-01,"New London County, CT",09011,2647,29.54,38.65,38.79,3335.05,26.98,12.58
2016-01-01,"Cass County, ND",38017,2639,29.3,38.64,38.9,3355.09,27.1,10.92
2016-01-01,"Jefferson County, MO",29099,2633,28.03,38.44,38.62,3331.46,27.08,11.53
2016-01-01,"Buncombe County, NC",37021,2595,29.44,38.53,38.57,3284.18,25.62,12.13
2016-01-01,"Tuscaloosa County, AL",01125,2591,27.03,38.11,38.2,3158.02,27.88,9.25
2016-01-01,"San Luis Obispo County, CA",06079,2581,29.58,38.75,38.87,3367.71,26.22,12.45
2016-01-01,"Hall County, GA",13139,2574,27.83,38.44,38.6,3299.62,27.34,11.86
2016-01-01,"Peoria County, IL",17143,2536,27.78,38.41,38.55,3265.79,27.91,11.49
2016-01-01,"Gaston County, NC",37071,2524,27.54,38.7,38.78,3238.8,27.31,11.21
2016-01-01,"Dutchess County, NY",36027,2519,30.36,38.61,38.73,3318.96,27.59,10.87
2016-01-01,"Henry County, GA",13151,2511,28.55,38.3,38.66,3203.98,27.54,11.22
2016-01-01,"Mahoning County, OH",39099,2506,27.73,38.14,38.39,3182.4,27.13,12.83
2016-01-01,"Hays County, TX",48209,2502,29.04,38.5,38.66,3287.24,26.63,10.75
2016-01-01,"Oneida County, NY",36065,2497,28.04,38.55,38.75,3316.49,27.58,12.07
2016-01-01,"Butte County, CA",06007,2490,28.5,38.9,39.03,3373.08,27.0,11.02
2016-01-01,"Cabarrus County, NC",37025,2477,29.01,38.53,38.53,3268.16,27.17,11.63
2016-01-01,"Sarpy County, NE",31153,2464,29.42,38.48,38.68,3355.35,26.67,12.03
2016-01-01,"Yolo County, CA",06113,2423,29.96,38.84,38.99,3378.56,27.11,12.49
2016-01-01,"Racine County, WI",55101,2417,28.07,38.32,38.58,3266.11,28.64,11.66
2016-01-01,"Union County, NC",37179,2415,29.39,38.57,38.81,3310.62,26.9,13.05
2016-01-01,"Warren County, OH",39165,2400,29.57,38.46,38.71,3328.16,26.42,12.36
2016-01-01,"Champaign County, IL",17019,2395,28.9,38.41,38.53,3274.38,27.32,12.69
2016-01-01,"Shelby County, AL",01117,2387,29.36,38.5,38.56,3300.62,26.84,10.9
2016-01-01,"Tippecanoe County, IN",18157,2359,28.04,38.6,38.69,3303.27,26.42,11.18
2016-01-01,"Madera County, CA",06039,2355,27.65,38.6,38.67,3310.46,28.14,11.11
2016-01-01,"Hawaii County, HI",15001,2349,28.56,38.41,38.71,3227.47,26.54,9.94
2016-01-01,"Bay County, FL",12005,2343,27.34,38.35,38.56,3262.0,27.09,10.79
2016-01-01,"Johnston County, NC",37101,2336,28.38,38.48,39.0,3292.53,27.87,12.3
2016-01-01,"Kenton County, KY",21117,2329,28.2,38.36,38.69,3271.33,26.75,11.35
2016-01-01,"Outagamie County, WI",55087,2319,29.27,38.43,38.68,3357.57,27.41,14.0
2016-01-01,"Anderson County, SC",45007,2318,26.95,38.33,38.65,3252.36,27.67,11.59
2016-01-01,"Sussex County, DE",10005,2301,28.05,38.56,38.6,3284.19,27.15,10.04
2016-01-01,"Forsyth County, GA",13117,2297,30.95,38.51,38.72,3329.19,25.61,12.39
2016-01-01,"Jackson County, OR",41029,2294,28.06,38.66,38.87,3344.44,26.56,11.16
2016-01-01,"Clermont County, OH",39025,2293,28.2,38.51,38.8,3329.04,27.21,12.8
2016-01-01,"Cache County, UT",49005,2286,27.98,38.31,38.44,3283.52,26.02,11.5
2016-01-01,"Whatcom County, WA",53073,2279,29.12,38.85,39.06,3417.67,26.33,11.7
2016-01-01,"Williamson County, TN",47187,2270,31.3,38.59,38.63,3385.8,24.68,10.97
2016-01-01,"Vanderburgh County, IN",18163,2269,27.24,38.1,38.27,3203.57,27.3,11.63
2016-01-01,"Marin County, CA",06041,2252,33.05,38.85,38.97,3348.21,24.36,10.71
2016-01-01,"Kings County, CA",06031,2248,27.11,38.53,38.7,3318.58,28.08,12.21
2016-01-01,"Baldwin County, AL",01003,2247,27.72,38.37,38.56,3287.43,26.7,11.5
2016-01-01,"Lackawanna County, PA",42069,2246,28.74,38.49,38.68,3264.98,26.51,11.2
2016-01-01,"Sangamon County, IL",17167,2245,28.38,38.22,38.42,3221.97,27.43,11.48
2016-01-01,"Ellis County, TX",48139,2244,27.64,38.44,38.64,3309.48,27.18,9.91
2016-01-01,"New Hanover County, NC",37129,2241,29.48,38.5,38.7,3282.77,25.76,12.51
2016-01-01,"Ouachita Parish, LA",22073,2224,26.61,37.85,37.95,3127.2,28.72,11.5
2016-01-01,"Scott County, IA",19163,2213,28.34,38.52,38.82,3340.33,27.25,12.69
2016-01-01,"Washington County, UT",49053,2210,28.15,38.49,38.61,3319.08,25.38,10.24
2016-01-01,"Saratoga County, NY",36091,2210,30.55,38.74,38.98,3364.75,26.98,12.22
2016-01-01,"Clay County, FL",12019,2209,27.96,38.38,38.61,3264.68,26.59,10.22
2016-01-01,"Bibb County, GA",13021,2191,26.8,37.91,38.39,3065.96,27.63,11.31
2016-01-01,"DeSoto County, MS",28033,2191,27.66,38.34,38.55,3249.84,27.37,11.13
2016-01-01,"Kent County, DE",10001,2190,27.7,38.53,38.68,3271.08,27.73,11.03
2016-01-01,"Saginaw County, MI",26145,2190,27.22,38.76,38.54,3222.94,28.35,11.25
2016-01-01,"Shawnee County, KS",20177,2189,27.61,38.45,38.45,3310.81,28.0,11.45
2016-01-01,"Lake County, OH",39085,2163,28.9,38.49,38.66,3289.19,26.76,11.21
2016-01-01,"Niagara County, NY",36063,2139,28.36,38.51,38.66,3289.15,28.23,10.1
2016-01-01,"Muskegon County, MI",26121,2127,26.92,38.3,38.6,3231.02,27.71,10.1
2016-01-01,"Olmsted County, MN",27109,2122,29.95,38.89,39.03,3373.77,26.62,9.19
2016-01-01,"St. Johns County, FL",12109,2120,30.29,38.58,38.82,3338.62,25.66,10.79
2016-01-01,"Trumbull County, OH",39155,2101,27.16,38.4,38.57,3235.54,27.37,12.27
2016-01-01,"Johnson County, TX",48251,2100,27.12,38.41,38.65,3324.37,27.27,9.64
2016-01-01,"Boone County, MO",29019,2093,29.01,38.67,38.59,3313.24,26.23,11.75
2016-01-01,"Delaware County, OH",39041,2079,31.27,38.65,38.83,3364.47,25.11,11.31
2016-01-01,"Licking County, OH",39089,2075,28.01,38.54,38.69,3321.98,27.11,10.68
2016-01-01,"Sumner County, TN",47165,2053,28.16,38.25,38.46,3290.22,26.69,10.37
2016-01-01,"Shasta County, CA",06089,2048,28.03,38.65,38.76,3322.05,26.46,10.88
2016-01-01,"Washington County, PA",42125,2044,28.79,38.58,38.79,3318.58,26.43,11.41
2016-01-01,"Stearns County, MN",27145,2038,28.77,38.77,38.87,3371.83,27.06,11.71
2016-01-01,"Taylor County, TX",48441,2037,26.85,38.16,38.32,3221.37,26.97,9.64
2016-01-01,"Pitt County, NC",37147,2023,27.99,38.25,38.54,3224.2,28.35,12.85
2016-01-01,"McLean County, IL",17113,2020,28.87,38.42,38.64,3285.22,26.54,11.91
2016-01-01,"Rock County, WI",55105,2003,27.91,38.49,38.74,3327.5,28.35,11.63
2016-01-01,"Broome County, NY",36007,1985,28.33,38.58,38.83,3316.19,27.75,11.49
2016-01-01,"Tangipahoa Parish, LA",22105,1984,26.59,38.17,38.24,3182.57,28.19,10.53
2016-01-01,"St. Louis County, MN",27137,1976,28.62,38.66,38.88,3347.92,27.08,11.63
2016-01-01,"Kanawha County, WV",54039,1968,27.22,37.88,38.15,3206.45,27.54,11.79
2016-01-01,"Aiken County, SC",45003,1965,27.55,38.33,38.57,3251.39,27.87,11.04
2016-01-01,"Beaufort County, SC",45013,1958,28.02,38.53,38.71,3264.58,26.76,11.94
2016-01-01,"Houston County, GA",13153,1956,27.77,38.22,38.57,3224.88,27.86,10.85
2016-01-01,"Kenosha County, WI",55059,1936,28.27,38.45,38.76,3274.14,27.84,12.15
2016-01-01,"Yellowstone County, MT",30111,1935,28.05,38.61,38.63,3273.38,27.39,12.07
2016-01-01,"Iredell County, NC",37097,1923,28.31,38.48,38.78,3271.8,27.13,11.77
2016-01-01,"Livingston Parish, LA",22063,1921,27.32,38.35,38.37,3272.8,27.98,10.81
2016-01-01,"Bonneville County, ID",16019,1910,27.53,38.38,38.36,3238.46,26.69,11.88
2016-01-01,"Santa Rosa County, FL",12113,1906,28.32,38.35,38.58,3315.42,26.38,11.25
2016-01-01,"Winnebago County, WI",55139,1905,28.75,38.53,38.74,3358.89,27.61,13.64
2016-01-01,"Lee County, AL",01081,1898,27.94,38.36,38.65,3230.87,26.82,12.13
2016-01-01,"York County, ME",23031,1898,29.12,38.61,38.85,3357.16,27.55,12.46
2016-01-01,"Scott County, MN",27139,1893,30.31,38.67,38.83,3394.21,26.67,12.36
2016-01-01,"Jefferson County, NY",36045,1891,26.99,38.67,38.91,3353.28,27.19,11.73
2016-01-01,"Potter County, TX",48375,1886,26.47,38.26,38.19,3166.43,27.35,10.07
2016-01-01,"Pueblo County, CO",08101,1883,27.1,38.4,38.48,3153.6,27.54,10.35
2016-01-01,"Maui County, HI",15009,1882,29.32,38.42,38.74,3217.85,25.96,9.47
2016-01-01,"Cumberland County, NJ",34011,1876,27.35,38.36,38.48,3196.49,27.67,10.3
2016-01-01,"Franklin County, PA",42055,1875,27.98,38.57,38.71,3314.87,26.79,11.25
2016-01-01,"Johnson County, IN",18081,1871,28.23,38.51,38.64,3319.93,27.38,11.98
2016-01-01,"Yavapai County, AZ",04025,1868,27.47,38.47,38.64,3238.14,26.41,11.55
2016-01-01,"Harnett County, NC",37085,1861,28.04,38.35,38.65,3266.52,26.98,11.1
2016-01-01,"Johnson County, IA",19103,1857,30.34,38.7,38.85,3341.78,25.82,11.15
2016-01-01,"Alamance County, NC",37001,1856,27.95,38.42,38.64,3239.66,27.7,11.42
2016-01-01,"Guadalupe County, TX",48187,1847,28.41,38.18,38.35,3240.05,27.33,10.68
2016-01-01,"Rapides Parish, LA",22079,1840,26.42,38.19,37.65,3163.98,27.55,10.64
2016-01-01,"Butler County, PA",42019,1833,29.54,38.63,38.83,3343.03,26.02,12.21
2016-01-01,"Columbia County, GA",13073,1831,29.13,38.44,38.86,3299.37,26.29,11.25
2016-01-01,"Medina County, OH",39103,1816,29.92,38.68,38.87,3345.96,25.89,11.83
2016-01-01,"Charles County, MD",24017,1812,29.19,38.37,38.47,3229.77,27.87,10.47
2016-01-01,"Greene County, OH",39057,1808,28.82,38.38,38.56,3310.43,26.93,11.86
2016-01-01,"Deschutes County, OR",41017,1806,29.53,38.98,38.95,3306.82,25.56,11.28
2016-01-01,"Mohave County, AZ",04015,1802,26.55,38.57,38.77,3266.55,26.95,10.76
2016-01-01,"Rankin County, MS",28121,1802,27.93,38.14,38.28,3259.23,28.04,13.16
2016-01-01,"Dorchester County, SC",45035,1800,28.47,38.43,38.64,3271.46,27.99,11.83
2016-01-01,"Wright County, MN",27171,1787,29.9,38.53,38.82,3404.17,27.36,11.88
2016-01-01,"Livingston County, MI",26093,1783,30.11,38.68,38.93,3372.49,26.14,14.49
2016-01-01,"Canadian County, OK",40017,1781,28.21,38.45,38.59,3374.48,27.07,10.22
2016-01-01,"Jackson County, MI",26075,1778,27.27,38.52,38.71,3299.43,27.86,11.93
2016-01-01,"Rock Island County, IL",17161,1776,27.45,38.54,38.72,3296.96,27.73,12.04
2016-01-01,"Robeson County, NC",37155,1775,26.29,38.46,38.6,3137.95,28.59,10.24
2016-01-01,"Davidson County, NC",37057,1771,27.12,38.18,38.78,3236.51,27.97,14.26
2016-01-01,"Schenectady County, NY",36093,1770,29.06,38.58,38.76,3280.83,28.29,11.88
2016-01-01,"Mesa County, CO",08077,1770,27.52,38.78,38.88,3249.2,26.27,9.85
2016-01-01,"Hendricks County, IN",18063,1760,29.45,38.5,38.64,3330.54,27.0,11.92
2016-01-01,"Comanche County, OK",40031,1757,26.62,38.32,38.45,3249.2,26.82,10.94
2016-01-01,"Kootenai County, ID",16055,1754,28.01,38.75,39.03,3353.5,25.91,12.35
2016-01-01,"Bossier Parish, LA",22015,1751,27.59,38.0,38.16,3179.57,26.84,11.99
2016-01-01,"Ascension Parish, LA",22005,1751,28.34,38.23,38.26,3224.2,28.04,10.82
2016-01-01,"Porter County, IN",18127,1750,28.79,38.52,38.58,3315.84,27.04,10.46
2016-01-01,"Gregg County, TX",48183,1743,26.64,38.11,38.32,3209.08,27.11,10.62
2016-01-01,"Carroll County, MD",24013,1737,29.91,38.66,38.88,3343.68,26.35,10.01
2016-01-01,"Hampton city, VA",51650,1727,27.66,38.41,38.62,3235.61,27.95,11.57
2016-01-01,"San Juan County, NM",35045,1726,27.26,38.58,38.48,3226.53,27.62,9.42
2016-01-01,"Rensselaer County, NY",36083,1726,28.9,38.7,38.92,3350.65,28.35,11.67
2016-01-01,"Sebastian County, AR",05131,1721,26.67,38.47,38.58,3286.63,27.95,9.25
2016-01-01,"Berrien County, MI",26021,1720,27.45,38.68,38.79,3308.99,28.12,11.66
2016-01-01,"Stafford County, VA",51179,1711,29.53,38.46,38.78,3326.35,26.89,11.75
2016-01-01,"Washington County, MD",24043,1694,28.02,38.48,38.64,3254.73,27.38,11.44
2016-01-01,"Douglas County, GA",13097,1693,28.27,38.35,38.44,3193.2,27.86,12.0
2016-01-01,"Boone County, KY",21015,1681,28.92,38.36,38.71,3311.64,26.4,11.83
2016-01-01,"Beaver County, PA",42007,1676,28.72,38.69,38.93,3310.37,26.83,11.25
2016-01-01,"Black Hawk County, IA",19013,1671,27.72,38.59,38.9,3352.22,27.21,11.82
2016-01-01,"Jasper County, MO",29097,1669,26.43,38.55,38.63,3329.79,27.23,11.35
2016-01-01,"Catawba County, NC",37035,1664,27.27,38.6,38.81,3284.67,27.12,13.98
2016-01-01,"Kaufman County, TX",48257,1663,27.74,38.36,38.57,3265.62,27.15,10.15
2016-01-01,"Calhoun County, MI",26025,1660,26.92,38.71,38.92,3288.7,28.12,14.55
2016-01-01,"Florence County, SC",45041,1657,27.47,38.16,38.23,3117.41,28.2,12.05
2016-01-01,"Rowan County, NC",37159,1651,27.01,38.31,38.51,3188.09,27.45,11.2
2016-01-01,"Jackson County, MS",28059,1651,26.93,38.1,38.33,3183.62,27.11,12.08
2016-01-01,"Paulding County, GA",13223,1644,28.56,38.45,38.66,3312.76,27.22,13.32
2016-01-01,"Randall County, TX",48381,1640,27.72,38.54,38.57,3246.45,26.63,10.96
2016-01-01,"Warren County, KY",21227,1640,27.7,38.36,38.56,3266.96,26.85,9.99
2016-01-01,"Wayne County, NC",37191,1636,27.42,38.51,38.74,3266.33,27.72,11.39
2016-01-01,"Marathon County, WI",55073,1635,28.88,38.64,38.78,3362.92,28.64,11.35
2016-01-01,"Coweta County, GA",13077,1634,28.33,38.35,38.57,3265.52,26.89,11.84
2016-01-01,"Wichita County, TX",48485,1631,26.74,38.46,38.49,3283.7,27.11,11.65
2016-01-01,"Fairfield County, OH",39045,1629,28.39,38.34,38.56,3288.56,26.82,11.39
2016-01-01,"Carroll County, GA",13045,1615,26.61,38.55,38.7,3259.19,27.48,11.0
2016-01-01,"Coconino County, AZ",04005,1612,28.09,38.65,38.72,3245.92,26.53,11.03
2016-01-01,"Lowndes County, GA",13185,1605,26.88,38.04,38.37,3177.82,28.25,12.35
2016-01-01,"El Dorado County, CA",06017,1601,30.09,38.78,38.91,3324.07,25.48,11.12
2016-01-01,"Barnstable County, MA",25001,1601,29.9,38.76,38.88,3354.59,25.82,10.71
2016-01-01,"Randolph County, NC",37151,1600,27.16,38.44,38.73,3290.75,27.43,12.39
2016-01-01,"Kendall County, IL",17093,1595,30.25,38.33,38.57,3309.74,27.54,12.12
2016-01-01,"Lebanon County, PA",42075,1592,27.95,38.58,38.67,3286.55,26.57,11.78
2016-01-01,"St. Clair County, MI",26147,1589,27.71,38.49,38.74,3306.29,27.62,11.28
2016-01-01,"Hernando County, FL",12053,1585,27.32,38.45,38.76,3247.24,26.71,10.92
2016-01-01,"Terrebonne Parish, LA",22109,1570,27.12,38.02,38.32,3171.38,28.65,12.49
2016-01-01,"Kent County, RI",44003,1565,29.93,38.6,38.85,3320.95,26.5,12.72
2016-01-01,"Tom Green County, TX",48451,1556,26.87,38.18,38.36,3230.99,27.41,11.33
2016-01-01,"Chittenden County, VT",50007,1552,30.84,38.86,39.09,3367.68,25.92,12.24
2016-01-01,"Woodbury County, IA",19193,1549,27.53,38.42,38.56,3300.82,27.46,12.25
2016-01-01,"Grayson County, TX",48181,1543,26.71,38.34,38.49,3244.82,27.1,10.86
2016-01-01,"Spotsylvania County, VA",51177,1542,28.77,38.52,38.81,3317.47,27.07,11.7
2016-01-01,"Parker County, TX",48367,1538,28.03,38.52,38.66,3298.92,26.38,10.24
2016-01-01,"Faulkner County, AR",05045,1534,27.2,38.65,38.73,3336.01,26.58,11.09
2016-01-01,"Clark County, OH",39023,1532,26.17,38.16,38.41,3252.96,28.03,10.39
2016-01-01,"Cochise County, AZ",04003,1529,27.25,38.59,38.59,3243.1,26.73,9.2
2016-01-01,"Wilson County, TN",47189,1527,28.52,38.28,38.32,3274.49,26.6,11.96
2016-01-01,"Monroe County, MI",26115,1526,28.11,38.34,38.49,3301.6,28.0,12.49
2016-01-01,"Linn County, OR",41043,1521,27.51,38.72,39.04,3375.32,27.92,11.5
2016-01-01,"Skagit County, WA",53057,1515,28.54,38.82,38.92,3393.04,27.61,10.02
2016-01-01,"Madison County, IN",18095,1506,26.75,38.37,38.47,3277.58,28.02,11.63
2016-01-01,"Navajo County, AZ",04017,1497,27.12,38.38,38.52,3195.04,28.03,9.98
2016-01-01,"Tazewell County, IL",17179,1496,28.45,38.61,38.83,3398.91,27.5,12.45
2016-01-01,"Sullivan County, TN",47163,1492,27.35,38.52,38.51,3267.47,27.12,10.06
2016-01-01,"Wayne County, OH",39169,1487,28.14,38.81,38.93,3387.66,26.95,10.32
2016-01-01,"Penobscot County, ME",23019,1483,28.26,38.63,38.75,3374.66,27.84,13.07
2016-01-01,"Ulster County, NY",36111,1482,29.51,38.86,39.08,3358.29,27.64,11.16
2016-01-01,"Humboldt County, CA",06023,1482,29.03,38.92,39.09,3388.72,26.81,12.78
2016-01-01,"Unidentified Counties, NJ",34999,1479,28.61,38.73,38.85,3340.33,26.72,10.49
2016-01-01,"Monroe County, PA",42089,1477,28.75,38.46,38.6,3226.25,27.43,10.32
2016-01-01,"Pennington County, SD",46103,1471,27.48,38.45,38.62,3297.29,26.25,10.24
2016-01-01,"Morgan County, AL",01103,1470,26.78,38.26,38.23,3224.74,27.5,11.04
2016-01-01,"Sandoval County, NM",35043,1464,28.35,38.27,38.5,3156.95,27.28,9.85
2016-01-01,"Comal County, TX",48091,1448,28.66,38.3,38.39,3279.58,26.56,10.38
2016-01-01,"Clark County, IN",18019,1448,27.6,38.3,38.55,3250.96,28.05,10.88
2016-01-01,"Portage County, OH",39133,1441,28.69,38.47,38.68,3289.68,26.74,11.98
2016-01-01,"Hardin County, KY",21093,1441,26.67,38.44,38.68,3282.68,29.33,10.12
2016-01-01,"Craven County, NC",37049,1438,26.92,38.65,38.84,3286.77,27.16,12.53
2016-01-01,"St. Mary's County, MD",24037,1425,28.72,38.62,38.83,3379.42,27.44,11.76
2016-01-01,"Whitfield County, GA",13313,1424,26.98,38.26,38.65,3270.21,28.92,12.64
2016-01-01,"Litchfield County, CT",09005,1422,30.37,38.77,38.81,3340.43,26.51,12.2
2016-01-01,"Napa County, CA",06055,1406,30.46,38.77,38.9,3372.17,26.89,12.66
2016-01-01,"Berkeley County, WV",54003,1393,27.53,38.57,38.84,3314.59,27.7,11.28
2016-01-01,"Clarke County, GA",13059,1392,28.2,38.25,38.35,3211.45,27.33,10.31
2016-01-01,"Sumter County, SC",45085,1375,27.03,38.31,38.37,3185.7,29.16,10.83
2016-01-01,"Schuylkill County, PA",42107,1367,27.8,38.54,38.8,3281.93,27.27,11.63
2016-01-01,"Wood County, OH",39173,1365,28.63,38.36,38.58,3306.75,27.12,12.4
2016-01-01,"Allegan County, MI",26005,1364,27.88,38.59,38.78,3392.31,27.59,11.36
2016-01-01,"Calhoun County, AL",01015,1357,26.46,38.27,38.45,3186.59,28.26,11.01
2016-01-01,"Cambria County, PA",42021,1357,27.91,38.52,38.86,3248.04,27.17,10.87
2016-01-01,"Kankakee County, IL",17091,1354,27.77,38.19,38.4,3226.91,28.29,10.85
2016-01-01,"Fayette County, PA",42051,1351,27.29,38.5,38.67,3244.88,27.17,12.03
2016-01-01,"Chautauqua County, NY",36013,1345,26.85,38.51,38.78,3300.48,27.37,11.36
2016-01-01,"Bartow County, GA",13015,1338,27.26,38.48,38.87,3307.74,28.34,12.35
2016-01-01,"Houston County, AL",01069,1333,26.95,38.29,38.27,3181.58,28.5,11.61
2016-01-01,"Washington County, WI",55131,1331,29.87,38.52,38.71,3357.22,26.94,13.05
2016-01-01,"Oswego County, NY",36075,1331,27.16,38.77,39.05,3339.93,28.93,12.96
2016-01-01,"Richland County, OH",39139,1328,26.69,38.34,38.59,3253.41,27.04,11.6
2016-01-01,"Macon County, IL",17115,1327,26.86,38.21,38.39,3230.54,28.4,11.54
2016-01-01,"Saline County, AR",05125,1326,27.9,38.36,38.87,3286.18,25.4,10.91
